0,1
food nice,2.3754684762672106e-07
yummy great food,2.378737599615658e-07
amazing customer service,2.41308339906557e-07
pizza good service,2.4174507067921774e-07
staff delicious food,2.4221067118701677e-07
nice place,2.423513023711004e-07
spot good food,2.432254504837919e-07
food place food,2.439456686554245e-07
great food lots,2.444777239763733e-07
customer service love,2.4608622926397965e-07
pretty good great,2.463840096431561e-07
good atmosphere great,2.471574488866275e-07
great food large,2.487479416844132e-07
town good food,2.4936520816233095e-07
food clean place,2.493703153813583e-07
food great breakfast,2.4951306479655774e-07
amazing service great,2.4966620514337804e-07
tasty great food,2.4977634021256166e-07
tasty good food,2.5146212269930365e-07
love good food,2.515601584547658e-07
great experience food,2.5178877387127027e-07
food good fast,2.526579102843145e-07
family great food,2.5281431044230077e-07
good price food,2.528929813538379e-07
excellent great service,2.5315225098076285e-07
great food customer,2.534733588457108e-07
good food ordered,2.543541268264348e-07
bar great food,2.559003225243309e-07
great service foods,2.5637568923516287e-07
place friendly staff,2.5681358984786704e-07
good beer good,2.5807127956094345e-07
yummy food great,2.585584347408324e-07
wonderful food great,2.5908124077040364e-07
good tasty food,2.597067824599365e-07
quality food great,2.61479804600603e-07
food nice atmosphere,2.660101347304026e-07
clean great service,2.662483170210831e-07
favorite great food,2.681479516637463e-07
awesome place great,2.6870131469701957e-07
google good service,2.695240220038402e-07
awesome customer service,2.6986090505683587e-07
order great service,2.707751224947693e-07
excellent service,2.7194035860659456e-07
nice customer service,2.738353629505664e-07
good coffee good,2.7647379899324973e-07
place great customer,2.7743683620678005e-07
breakfast great food,2.7930566954838553e-07
atmosphere great place,2.7945469294648087e-07
food good burgers,2.797263148676404e-07
fantastic food great,2.798632695364817e-07
great people good,2.8021644848847213e-07
people good service,2.8030432698425357e-07
food great tacos,2.8101333694745133e-07
service friendly service,2.822012665970119e-07
price great place,2.82204989619772e-07
nice service good,2.823013218601244e-07
fries good food,2.828093907800583e-07
busy good food,2.839595374552562e-07
good good pizza,2.874033344873822e-07
consistently good food,2.8784710238618275e-07
mexican food,2.8907787742350284e-07
place great atmosphere,2.9030730238129566e-07
nice service great,2.903486039409018e-07
food wonderful service,2.9224578527298643e-07
food great selection,2.9239160929642024e-07
friendly service love,2.9310826294270384e-07
great food reasonable,2.9323550389124133e-07
good food long,2.9430826660190077e-07
delicious food love,2.945158203363717e-07
food nice food,2.9532756069184505e-07
place great people,2.9547087327714704e-07
food great love,2.969822838698983e-07
foods good good,2.997579068202074e-07
years great food,3.001968684269148e-07
good food pretty,3.024628568065391e-07
good food fun,3.0400254457551266e-07
slow service food,3.0601952794584745e-07
nice good service,3.07210262024253e-07
great nice place,3.079312907901645e-07
service great drinks,3.104557571473784e-07
fast great service,3.10480559884152e-07
pretty good,3.111239516522885e-07
stars great food,3.1144464562930027e-07
service customer service,3.147087233599959e-07
good prices,3.162217790251362e-07
food super good,3.1726656033359275e-07
food wasnt good,3.176504311279633e-07
place great pizza,3.1920242707482706e-07
back good service,3.197248644929482e-07
great food decent,3.2155453369467173e-07
staff great,3.230554964411599e-07
great time,3.237900754954811e-07
excellent food excellent,3.238410926238901e-07
great service place,3.253795278859692e-07
burgers great service,3.273594418936553e-07
selection great food,3.2837826890213355e-07
good food ive,3.2896484327971044e-07
family good food,3.2907243118962855e-07
good food quality,3.300379761271063e-07
day great food,3.3044256822405015e-07
good service place,3.3173779510925595e-07
good thai food,3.329271460694075e-07
breakfast good food,3.3424183445913843e-07
fresh great service,3.3460793201914524e-07
service great coffee,3.3502854606987796e-07
food friendly people,3.3509212749421334e-07
good food yummy,3.360789246536552e-07
busy great food,3.374638975880617e-07
place great great,3.3762607131870724e-07
nice great place,3.387244198691809e-07
good bar food,3.401759092091789e-07
service yummy food,3.434281792501768e-07
great food yummy,3.447445796544432e-07
delicious food nice,3.450635743696396e-07
service fast food,3.466654669839404e-07
great prices,3.5036697732041247e-07
great chinese food,3.508667078734248e-07
quality food service,3.540169615040431e-07
bad service food,3.5487823546399355e-07
friendly fast service,3.560824377631742e-07
good place original,3.5786641999305353e-07
great pizza,3.6021535727008606e-07
good food translated,3.623379346388817e-07
awesome food,3.6312852353511813e-07
food good chicken,3.634194745865787e-07
pretty good place,3.637805917380121e-07
great tasty food,3.638046694400355e-07
good food order,3.643455439231109e-07
decent food good,3.670478847874656e-07
fast food burger,3.677591490112798e-07
hour great food,3.6796656743819007e-07
good food tasty,3.6842124953618905e-07
good coffee great,3.686609482687019e-07
people great place,3.693385915964338e-07
great great staff,3.7399059924040026e-07
pizza great pizza,3.740985566184453e-07
selection good food,3.741705527156835e-07
clean place good,3.742582998942715e-07
great place delicious,3.7452545396637537e-07
food fantastic food,3.751207007890473e-07
day good food,3.7537168704972415e-07
great place awesome,3.753915425914244e-07
meal good food,3.7627871307407284e-07
food great experience,3.776831608069054e-07
amazing service food,3.779947303791574e-07
back delicious food,3.793865779767644e-07
place excellent service,3.814108369883377e-07
place friendly service,3.8208714809189675e-07
dinner great food,3.831438692930324e-07
food fast friendly,3.8386676685309117e-07
great food order,3.848560401406263e-07
fantastic great food,3.858720837548459e-07
service great location,3.864837466340012e-07
great price food,3.8734278520716374e-07
good food dont,3.8742026971815215e-07
yummy food good,3.8822910261715345e-07
good staff great,3.8946354470014726e-07
great drinks good,3.9016124600738085e-07
fresh food,3.903849076253651e-07
awesome food service,3.913430036771644e-07
nice people good,3.935064544374062e-07
good pizza,3.9351596332815524e-07
service nice food,3.937029177372963e-07
good good price,3.938845039792868e-07
amazing great place,3.950708381466677e-07
google great service,3.9543693908093147e-07
nice people great,3.9561371614197163e-07
great food ive,3.9576524282303793e-07
customers good food,3.959351328837552e-07
great food big,3.9635350437806514e-07
great food long,3.9639068439862833e-07
good food chicken,3.997614220452366e-07
food great fast,4.003312245580465e-07
fast service friendly,4.0121964818385817e-07
great food chicken,4.0216475447980026e-07
place fast service,4.0302225633017217e-07
staff good place,4.045897752650347e-07
friendly place great,4.049272739779746e-07
staff excellent food,4.0604680506900557e-07
quick good food,4.066932299042762e-07
great awesome food,4.101318287454479e-07
visit great food,4.1018085558136246e-07
food awesome place,4.1198134993429543e-07
food love love,4.1227109642737373e-07
good customer,4.125110049098607e-07
location great service,4.1511217231059386e-07
food great menu,4.161629650007923e-07
coffee great service,4.1639262154399126e-07
good time,4.165337703574275e-07
good food made,4.168254420898367e-07
great service original,4.179996389093288e-07
customers great food,4.182310420954228e-07
food places great,4.197152144785608e-07
place food great,4.197152144785608e-07
excellent food friendly,4.2008287048914154e-07
service decent food,4.202553909187222e-07
good food big,4.2126313010457434e-07
slow good food,4.219187024829844e-07
great food beer,4.245124470219355e-07
favorite good food,4.258043356571415e-07
service bad food,4.2585388255679226e-07
service hot food,4.2585843876856363e-07
friendly good place,4.259378923345735e-07
good place nice,4.2755842823227037e-07
food excellent,4.2887272506204457e-07
quality great food,4.29095063959964e-07
great atmosphere,4.2957730330508435e-07
delicious food excellent,4.314147850671875e-07
great food fantastic,4.3165351742067513e-07
favorite fast food,4.334334539606011e-07
place good pizza,4.3390545454621833e-07
amazing food amazing,4.3463903558361674e-07
great place excellent,4.365876896828511e-07
good service awesome,4.372263633984526e-07
great thai food,4.396697820774493e-07
good service amazing,4.3988147093948737e-07
food good quality,4.4005063483614174e-07
quality food good,4.4005063483614174e-07
disappointed great food,4.4296160239823813e-07
great food people,4.431124838841394e-07
great location good,4.4350502690573645e-07
food great chicken,4.444978865303055e-07
wonderful great food,4.4483760207748556e-07
pizza great place,4.4688339790475785e-07
coffee good food,4.482854261348593e-07
great food family,4.509660672754555e-07
food great portions,4.5178933812325037e-07
service pretty good,4.5346465152029176e-07
place nice place,4.535681621879685e-07
good location good,4.5483883593737507e-07
good experience great,4.5556347067765534e-07
great great pizza,4.563575324394211e-07
great bar food,4.564708455839415e-07
great great customer,4.5697456799032905e-07
eat great service,4.5749707935464063e-07
mexican food place,4.5831326814634e-07
restaurant good service,4.6112658565140354e-07
food great lunch,4.611388389293183e-07
good food fair,4.629432532868814e-07
service good drinks,4.653442710432706e-07
make great food,4.656026997210775e-07
excellent great place,4.6635503216122725e-07
good eats great,4.669178923207217e-07
nice atmosphere good,4.676025880833387e-07
good experience food,4.684962880672261e-07
delicious good place,4.685273231117482e-07
food good selection,4.698886010848118e-07
great food pretty,4.703908723892709e-07
friendly food good,4.705855511233259e-07
great food huge,4.738560444533846e-07
night great food,4.744221933437221e-07
customer service friendly,4.7675086091649486e-07
good great services,4.77258253920254e-07
food excellent customer,4.776796417651723e-07
good service staff,4.777355157790815e-07
food good love,4.779643010640551e-07
place great burgers,4.804807044265103e-07
super friendly staff,4.808609815620168e-07
good place love,4.826535564881327e-07
staff amazing food,4.827468562476972e-07
great great burgers,4.842852441201075e-07
menu great service,4.864732793651947e-07
staff fast service,4.884829628369913e-07
dinner good food,4.922229053832084e-07
foods good,4.922922048587815e-07
service great friendly,4.946218083042069e-07
employees good food,4.951893388403413e-07
horrible customer service,4.959032567497937e-07
staff good,4.962986695122481e-07
fun great food,4.974718552305639e-07
good comfort food,4.975177852380661e-07
great service fresh,4.976220527464212e-07
great service super,4.983593562296202e-07
food fast,4.989204298174119e-07
quick great food,5.012217993000764e-07
delicious great,5.021744750184416e-07
good quick food,5.023857545876353e-07
disappointed good food,5.047110534107926e-07
service good location,5.052494647470481e-07
service good burgers,5.061791256628138e-07
place customer service,5.067398580113888e-07
nice atmosphere great,5.077770645368578e-07
food good tacos,5.078702752515206e-07
sushi great food,5.081043791907994e-07
good food family,5.095315063581345e-07
options great food,5.095724811002547e-07
food delicious,5.097890054619194e-07
great services food,5.127513784703257e-07
food excellent great,5.129452139270083e-07
good beer great,5.156031106845739e-07
service love,5.181562804714026e-07
expensive great food,5.202451101037696e-07
service good people,5.205651786850425e-07
fast service love,5.207271671166598e-07
place great prices,5.216516474789727e-07
employees great food,5.231072683942988e-07
drinks good service,5.235123049236794e-07
friendly service nice,5.235234115292709e-07
great food slow,5.237090293879285e-07
authentic mexican food,5.240695099255889e-07
google great food,5.242540556226976e-07
food decent food,5.254333934034244e-07
google delicious food,5.259133365403795e-07
great restaurant great,5.294200933304852e-07
friendly people great,5.300511542027183e-07
experience great service,5.301844447954104e-07
awesome great place,5.318046853378513e-07
great time service,5.339774175694355e-07
service wonderful food,5.357839396671418e-07
good foods food,5.36766328858462e-07
friends great food,5.370294302346198e-07
food yummy food,5.372692659431894e-07
good place service,5.390739170525409e-07
beer great service,5.393292464193334e-07
place nice food,5.403436012249994e-07
good service fresh,5.403626167107165e-07
service good coffee,5.410254847635909e-07
good time service,5.416284826023671e-07
goods good service,5.421968931089533e-07
drinks great place,5.433319454036052e-07
years good food,5.446655551285621e-07
good love,5.455060746682435e-07
friendly place good,5.476344330015946e-07
service fantastic food,5.483255426228813e-07
food fantastic service,5.483255426228814e-07
hot great food,5.486088833838559e-07
great food translated,5.486220949038288e-07
friendly staff service,5.506572663855053e-07
slow great food,5.51272662513609e-07
great food highly,5.53355844287453e-07
great excellent service,5.569349521576783e-07
food decent service,5.57925260357614e-07
good food wonderful,5.579399209494035e-07
food horrible service,5.581450624573311e-07
good chicken good,5.582349480491608e-07
friendly service delicious,5.597969235524944e-07
great authentic food,5.608087122229548e-07
service good atmosphere,5.620909463238672e-07
burgers good service,5.624212507364597e-07
customer service service,5.626610508557504e-07
great burger place,5.628488251853408e-07
restaurant great place,5.63017247771365e-07
great quick service,5.632611532359391e-07
great place staff,5.633505613903256e-07
favorite place great,5.636650196316772e-07
great staff love,5.65109702772538e-07
friendly staff love,5.65647748533892e-07
menu good service,5.668005762153381e-07
great foods food,5.669693258801149e-07
food foods great,5.669693258801149e-07
delicious delicious food,5.68130503093156e-07
friends good food,5.681731277070225e-07
food service atmosphere,5.689962869914187e-07
good great price,5.693513231371879e-07
pizza good pizza,5.703574088296259e-07
back excellent food,5.705912952968616e-07
great family place,5.708776506472073e-07
service good customer,5.731552398362668e-07
great food small,5.74458300622729e-07
food wasnt great,5.752598143234097e-07
order good service,5.76772189940047e-07
great food quality,5.770588791185723e-07
food good nice,5.773163271516662e-07
delicious mexican food,5.78064747797693e-07
great atmosphere service,5.796259706266228e-07
sushi good food,5.800090194755972e-07
super good great,5.819607106122053e-07
friendly delicious food,5.833251624044163e-07
food restaurant food,5.83972392669729e-07
fun good food,5.857610005235488e-07
friendly people good,5.864140576848128e-07
food great taste,5.870961814971057e-07
customer service nice,5.884547161278129e-07
food great spot,5.884673638561415e-07
food delicious service,5.885069646583138e-07
clean place great,5.88623540438785e-07
good great burger,5.894555590850435e-07
good food people,5.922137062443141e-07
good clean food,5.937000743055738e-07
meal great service,5.94395129299282e-07
food great sushi,5.952079870520793e-07
food great fresh,5.957605497404773e-07
great pizza place,5.958445305396771e-07
good location great,5.964377948042662e-07
great burgers,5.98708706320463e-07
stars good food,5.994747086301602e-07
great tacos great,6.003974418842083e-07
food fast great,6.004968368370698e-07
great food bad,6.007276263783402e-07
customer service delicious,6.018847800168823e-07
place good prices,6.035829803437427e-07
great breakfast food,6.036606406368332e-07
service quality food,6.039112872716029e-07
nice food,6.055053203263668e-07
enjoy great food,6.077443410814058e-07
great service prices,6.09455854587511e-07
great food made,6.096690601011356e-07
nice good place,6.107977546175291e-07
fresh good service,6.124109656054789e-07
options good food,6.127329589067384e-07
food good eats,6.132592736108319e-07
portions great service,6.135163869633046e-07
food reasonable prices,6.14098442975051e-07
return great food,6.144593835263095e-07
great service yummy,6.154592838874609e-07
food amazing great,6.162554712522306e-07
make good food,6.170775109714557e-07
place service food,6.177603188898223e-07
food great family,6.179905366367353e-07
great meal great,6.190266441541129e-07
hot food good,6.192093902255451e-07
coffee great food,6.192579498331058e-07
slow service great,6.218693116775593e-07
delicious food original,6.229654674783179e-07
location good service,6.241316917463535e-07
good tacos good,6.241561861374127e-07
friendly food,6.261622901935065e-07
good food small,6.2618486096882e-07
